구역,병원명,분류,세부분류,전화번호,주소,위도,경도,지도URL
서촌,최충신정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-738-9981,서울 서대문구 통일로 187,37.5701699618334,126.962133797896,http://place.map.kakao.com/19370183
서촌,기찬마취통증의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-722-5177,서울 종로구 율곡로 56,37.5763055230132,126.985577693362,http://place.map.kakao.com/2078217313
서촌,서대문정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-365-0119,서울 서대문구 충정로 70,37.5647724752957,126.966360686038,http://place.map.kakao.com/911765365
서촌,을지로정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-6925-5375,서울 중구 을지로 55,37.5663033755038,126.984026658176,http://place.map.kakao.com/1628355085
서촌,을지로신경외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-737-5200,서울 중구 남대문로10길 9,37.567280834886155,126.98315487676226,http://place.map.kakao.com/27333402
서촌,시청역성모정형외과,정형외과,"의료,건강 > 병원 > 정형외과",02-776-6600,서울 중구 세종대로11길 30,37.5623453636141,126.974205413901,http://place.map.kakao.com/128427592
서촌,종로아산본정형외과,정형외과,"의료,건강 > 병원 > 정형외과",02-745-7575,서울 종로구 종로 123,37.5706622497857,126.991277087194,http://place.map.kakao.com/1333440672
서촌,온유마취통증의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-3789-5975,서울 중구 을지로 51,37.566492537430214,126.98368138808334,http://place.map.kakao.com/2024323737
서촌,우리본정형외과 주차장,정형외과,"교통,수송 > 교통시설 > 주차장",02-755-8575,서울 중구 청계천로 14,37.5687640531526,126.978689059058,http://place.map.kakao.com/1244125735
서촌,경복궁경희한의원,한의원,"의료,건강 > 병원 > 한의원",02-738-1075,서울 종로구 자하문로2길 4,37.5763068867039,126.972853460198,http://place.map.kakao.com/1712945476
서촌,금성한의원,한의원,"의료,건강 > 병원 > 한의원",02-723-8275,서울 종로구 자하문로7길 63,37.5799712051778,126.969089013985,http://place.map.kakao.com/8802800
서촌,시중한의원,한의원,"의료,건강 > 병원 > 한의원",02-736-3654,서울 종로구 자하문로 11-1,37.5771428223679,126.972051656951,http://place.map.kakao.com/11397341
서촌,송재한의원,한의원,"의료,건강 > 병원 > 한의원",02-738-8479,서울 종로구 경희궁길 8,37.5710088601734,126.972094700099,http://place.map.kakao.com/10548857
서촌,경희궁한의원,한의원,"의료,건강 > 병원 > 한의원",02-735-6611,서울 종로구 사직로8길 34,37.57388129064272,126.97234267106268,http://place.map.kakao.com/19732289
서촌,진단한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-7522,서울 종로구 사직로 107,37.5763325153635,126.970759159203,http://place.map.kakao.com/224281578
서촌,옥토한의원,한의원,"의료,건강 > 병원 > 한의원",02-333-8575,서울 종로구 세종대로 159,37.5706241626459,126.976346497272,http://place.map.kakao.com/8017450
서촌,해성한의원,한의원,"의료,건강 > 병원 > 한의원",02-737-1964,서울 종로구 사직로 105,37.57631443351857,126.97051011543098,http://place.map.kakao.com/10918194
서촌,통인한의원,한의원,"의료,건강 > 병원 > 한의원",02-725-7510,서울 종로구 우정국로 39,37.5726146564531,126.982662390375,http://place.map.kakao.com/488000497
서촌,세종한의원,한의원,"의료,건강 > 병원 > 한의원",02-730-1075,서울 종로구 새문안로5가길 11,37.5730923568116,126.9738236195,http://place.map.kakao.com/1917817396
서촌,공명한의원,한의원,"의료,건강 > 병원 > 한의원",02-736-8875,서울 종로구 자하문로 36,37.5792654888876,126.971733877236,http://place.map.kakao.com/2126743207
서촌,경희꿈한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-1007,서울 종로구 자하문로11길 16-2,37.57980216286417,126.97043402115044,http://place.map.kakao.com/1213924112
서촌,단침한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-6785,서울 종로구 새문안로 89,37.570468808831,126.974508242037,http://place.map.kakao.com/137218045
서촌,경희속편한한의원,한의원,"의료,건강 > 병원 > 한의원",02-725-1075,서울 종로구 새문안로5가길 3,37.5723896862321,126.974303829148,http://place.map.kakao.com/8758738
서촌,경희동행한의원,한의원,"의료,건강 > 병원 > 한의원",02-723-7582,서울 종로구 송월길 136,37.5717450957113,126.962744269685,http://place.map.kakao.com/1519299294
서촌,정부서울청사 부속한의원,한의원,"의료,건강 > 병원 > 한의원",02-2100-4549,서울 종로구 세종대로 209,37.5749081600286,126.975207454177,http://place.map.kakao.com/1685460829
서촌,경희효전한의원,한의원,"의료,건강 > 병원 > 한의원",02-545-3579,서울 종로구 경희궁길 7,37.570827704795015,126.97186158264174,http://place.map.kakao.com/19153777
서촌,세종로한의원,한의원,"의료,건강 > 병원 > 한의원",02-738-5111,서울 종로구 새문안로 103,37.570523190006,126.976043163485,http://place.map.kakao.com/13513321
서촌,관자재한의원,한의원,"의료,건강 > 병원 > 한의원",02-734-3375,서울 종로구 삼봉로 81,37.57240549211727,126.98177609058345,http://place.map.kakao.com/10560789
서촌,독립문약손 한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-1075,서울 종로구 통일로12길 6,37.5731497360086,126.959958846642,http://place.map.kakao.com/11437729
서촌,용화당한의원,한의원,"의료,건강 > 병원 > 한의원",02-3210-3226,서울 종로구 윤보선길 32,37.5774225418757,126.983920133166,http://place.map.kakao.com/10707748
서촌,위강한의원 종로점,한의원,"의료,건강 > 병원 > 한의원",02-722-1077,서울 종로구 종로3길 34,37.5718753301388,126.979479428058,http://place.map.kakao.com/19432539
서촌,달과궁한의원,한의원,"의료,건강 > 병원 > 한의원",02-725-1030,서울 종로구 송월길 99,37.5696946066612,126.963306737778,http://place.map.kakao.com/152253566
서촌,안녕한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-0525,서울 종로구 삼봉로 95,37.57226958631513,126.98273718158217,http://place.map.kakao.com/357981844
서촌,은성한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-8331,서울 종로구 송월길 159,37.5719509981625,126.961419746762,http://place.map.kakao.com/59482233
서촌,우주연한의원,한의원,"의료,건강 > 병원 > 한의원",02-745-7511,서울 종로구 북촌로12길 41,37.5830333375369,126.986358711955,http://place.map.kakao.com/810414820
서촌,365반반한의원,한의원,"의료,건강 > 병원 > 한의원",02-2138-2407,서울 서대문구 통일로9안길 28,37.5660948407061,126.965334594893,http://place.map.kakao.com/1509909185
서촌,라이나생명 부속한의원,한의원,"의료,건강 > 병원 > 한의원",02-3781-1004,서울 종로구 삼봉로 48,37.572066428153,126.979986504907,http://place.map.kakao.com/24874671
서촌,빛울림한의원,한의원,"의료,건강 > 병원 > 한의원",02-732-8875,서울 종로구 종로 19,37.57076627445572,126.97988271199971,http://place.map.kakao.com/27492382
서촌,대나무한의원,한의원,"의료,건강 > 병원 > 한의원",02-743-7533,서울 종로구 북촌로 2,37.5772678580847,126.986188822181,http://place.map.kakao.com/12793713
서촌,경희인한의원,한의원,"의료,건강 > 병원 > 한의원",02-564-1075,서울 중구 세종대로20길 23,37.56712516199819,126.97880045317393,http://place.map.kakao.com/12025733
서촌,덕수한의원,한의원,"의료,건강 > 병원 > 한의원",02-734-1005,서울 중구 세종대로20길 19,37.56713591165745,126.97845634937015,http://place.map.kakao.com/14822822
서촌,약뜸한의원,한의원,"의료,건강 > 병원 > 한의원",02-847-8075,서울 종로구 우정국로 51,37.573663421818,126.982711955647,http://place.map.kakao.com/1996969734
서촌,춘원당한의원,한의원,"의료,건강 > 병원 > 한의원",02-766-0000,서울 종로구 돈화문로9길 26,37.57179022227,126.99033288362078,http://place.map.kakao.com/8094954
서촌,늘고운한의원,한의원,"의료,건강 > 병원 > 한의원",02-766-5447,서울 종로구 북촌로 22,37.57876611740531,126.9854074058041,http://place.map.kakao.com/8300303
서촌,청담한의원,한의원,"의료,건강 > 병원 > 한의원",02-732-1075,서울 종로구 종로 19,37.571043741597705,126.97965284755544,http://place.map.kakao.com/238329825
서촌,경희박현준한의원,한의원,"의료,건강 > 병원 > 한의원",02-720-1075,서울 종로구 송월길 99,37.57004137882591,126.96295113400522,http://place.map.kakao.com/1768883577
서촌,청남한의원,한의원,"의료,건강 > 병원 > 한의원",02-763-7510,서울 종로구 북촌로 39,37.5803409769044,126.98479009834091,http://place.map.kakao.com/9456540
서촌,리셋유한의원 시청을지로,한의원,"의료,건강 > 병원 > 한의원",02-772-9798,서울 중구 무교로 13,37.5671486273107,126.979021169087,http://place.map.kakao.com/1385491341
서촌,진심온한의원,한의원,"의료,건강 > 병원 > 한의원",02-6031-8910,서울 중구 남대문로9길 40,37.5671434530106,126.980368144035,http://place.map.kakao.com/1005635502
서촌,공안당한의원,한의원,"의료,건강 > 병원 > 한의원",02-363-2580,서울 서대문구 통일로9안길 9-6,37.56691109158461,126.96515990296368,http://place.map.kakao.com/8744802
서촌,바우한의원,한의원,"의료,건강 > 병원 > 한의원",02-3394-8008,서울 서대문구 경기대로 84,37.5662748635612,126.964739133478,http://place.map.kakao.com/25529252
서촌,고불보서울한의원,한의원,"의료,건강 > 병원 > 한의원",02-2075-7510,서울 종로구 종로 19,37.570844667978704,126.9799234417087,http://place.map.kakao.com/1579129970
경복궁,김용철마취통증의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-742-0333,서울 종로구 창경궁로 234,37.5824980254507,126.998527082022,http://place.map.kakao.com/314615050
경복궁,종로연세참재활의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-762-7576,서울 종로구 종로 127-2,37.570653277079295,126.9917966595471,http://place.map.kakao.com/68319697
경복궁,굿본정형외과 재활의학과의원 을지로,정형외과,"의료,건강 > 병원 > 정형외과",02-2269-0096,서울 중구 을지로 100,37.56577233329999,126.98875920267679,http://place.map.kakao.com/299345703
경복궁,종로광장정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-3675-7650,서울 종로구 종로 223,37.5713581142173,127.002485815567,http://place.map.kakao.com/515889393
경복궁,연세센트럴재활의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2279-7788,서울 중구 수표로 34,37.564510177096636,126.990333824431,http://place.map.kakao.com/333086874
경복궁,성북탑정형외과신경외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-764-7777,서울 성북구 성북로 3,37.588724670780465,127.00546870594503,http://place.map.kakao.com/893618254
경복궁,홍제삼성본정형외과,정형외과,"의료,건강 > 병원 > 정형외과",02-396-8275,서울 서대문구 통일로 423,37.5868969008959,126.945903028801,http://place.map.kakao.com/1105229868
경복궁,서울대학교병원 정형외과,정형외과,"의료,건강 > 병원 > 정형외과",1588-5700,서울 종로구 대학로 101,37.5796788178209,126.998673178494,http://place.map.kakao.com/1788905558
경복궁,충무로정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2272-8885,서울 중구 충무로 3,37.5614956226824,126.992860447458,http://place.map.kakao.com/740200818
경복궁,종로본정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2273-7588,서울 종로구 동호로 399,37.5700426756658,127.00165265341477,http://place.map.kakao.com/1140724016
경복궁,성모마디튼튼의원,정형외과,"의료,건강 > 병원 > 정형외과",02-318-7515,서울 중구 퇴계로 45,37.5582870592387,126.977567057404,http://place.map.kakao.com/889475981
경복궁,에스힐척척의원한의원,정형외과,"의료,건강 > 병원 > 정형외과",02-754-5100,서울 중구 세종대로 23,37.5590908836862,126.973844363485,http://place.map.kakao.com/614030314
경복궁,대학로힘정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-742-7711,서울 종로구 율곡로 219-1,37.57637483431438,127.00326936108978,http://place.map.kakao.com/17712472
경복궁,참본정형외과의원 충정로점,정형외과,"의료,건강 > 병원 > 정형외과",02-313-7582,서울 중구 서소문로 18,37.55924873839568,126.964225216258,http://place.map.kakao.com/407603804
경복궁,서울제일마취통증의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2277-9119,서울 중구 퇴계로 244,37.5620958983223,126.99902662263,http://place.map.kakao.com/750836183
경복궁,남대문명동정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-779-8176,서울 중구 퇴계로 36,37.557339111215114,126.97705238979579,http://place.map.kakao.com/26517206
경복궁,남대문더본재활의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-3789-2021,서울 중구 퇴계로 67,37.5597154935687,126.979514453721,http://place.map.kakao.com/1116851199
경복궁,을지트윈타워정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-3706-7290,서울 중구 을지로 170,37.56626299195542,126.99792070484791,http://place.map.kakao.com/181023792
경복궁,홍제탑정형외과,정형외과,"의료,건강 > 병원 > 정형외과",02-737-7770,서울 서대문구 세무서길 8,37.58828965535634,126.94551140129124,http://place.map.kakao.com/1909893076
경복궁,신마취통증의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",0507-1449-3302,서울 중구 남대문시장길 73,37.56085263503169,126.9800008229722,http://place.map.kakao.com/1262068818
경복궁,정정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-396-9475,서울 서대문구 통일로 433,37.5876029235537,126.945132608151,http://place.map.kakao.com/19570675
경복궁,연세정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-765-1002,서울 성북구 동소문로 10,37.58869664148514,127.00729160519018,http://place.map.kakao.com/26805716
경복궁,고려정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-391-1513,서울 서대문구 통일로 397,37.58526949084863,126.94741680540034,http://place.map.kakao.com/27436378
경복궁,필선의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2275-0089,서울 중구 퇴계로 222,37.5615282209428,126.99644606773,http://place.map.kakao.com/412610701
경복궁,홍제오늘튼튼의원,정형외과,"의료,건강 > 병원 > 정형외과",02-395-0317,서울 서대문구 통일로 442,37.5885146317285,126.94492587234,http://place.map.kakao.com/2039561135
경복궁,백림마취통증의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-762-9008,서울 종로구 종로 241-1,37.571267945454004,127.00474636252504,http://place.map.kakao.com/1837125872
경복궁,이향애 정형외과 가정의학과,정형외과,"의료,건강 > 병원 > 정형외과",02-591-3444,서울 성북구 동소문로 3,37.5888192215211,127.006521694842,http://place.map.kakao.com/10757268
경복궁,메디척정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2269-1500,서울 종로구 종로 272,37.5708172659572,127.008091293794,http://place.map.kakao.com/987548263
경복궁,자비손한의원,한의원,"의료,건강 > 병원 > 한의원",02-747-3399,서울 종로구 계동2길 9,37.57994933469983,126.98723891971615,http://place.map.kakao.com/7954171
경복궁,태을한의원,한의원,"의료,건강 > 병원 > 한의원",02-745-7793,서울 종로구 돈화문로 67,37.5744968433391,126.990735533517,http://place.map.kakao.com/10038170
경복궁,강화당한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-0017,서울 종로구 윤보선길 26,37.5771504545213,126.98401528488093,http://place.map.kakao.com/26217801
경복궁,이강한의원,한의원,"의료,건강 > 병원 > 한의원",02-722-7889,서울 종로구 삼일대로 438,37.573786603909,126.987910121911,http://place.map.kakao.com/10070125
경복궁,본라인한의원,한의원,"의료,건강 > 병원 > 한의원",02-720-9997,서울 종로구 청계천로 73,37.568688548827,126.985890443959,http://place.map.kakao.com/2050306530
경복궁,경희스마일한의원,한의원,"의료,건강 > 병원 > 한의원",02-734-3999,서울 종로구 종로12길 23,37.5689534449038,126.985918692438,http://place.map.kakao.com/13141098
경복궁,이음채한의원 종로점,한의원,"의료,건강 > 병원 > 한의원",02-6956-7582,서울 종로구 종로 111,37.570569329172,126.989803283038,http://place.map.kakao.com/61455325
경복궁,당봄한의원 종로점,한의원,"의료,건강 > 병원 > 한의원",1661-3776,서울 종로구 수표로 96,37.5696242047266,126.990034329287,http://place.map.kakao.com/1316559380
인사동,동대문튼튼의원,정형외과,"의료,건강 > 병원 > 정형외과",02-6949-3080,서울 중구 을지로 255,37.5664511339943,127.006598977256,http://place.map.kakao.com/2049569326
인사동,고려다온정형외과,정형외과,"의료,건강 > 병원 > 정형외과",02-742-3500,서울 종로구 종로 293,37.5718838529878,127.010518379137,http://place.map.kakao.com/1634715102
인사동,후암정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-318-4587,서울 용산구 후암로 46,37.5499663479808,126.97758652615,http://place.map.kakao.com/1559578989
인사동,국립중앙의료원 정형외과,정형외과,"의료,건강 > 병원 > 정형외과",02-2260-7198,서울 중구 을지로 245,37.5672746914983,127.005691256079,http://place.map.kakao.com/8208597
인사동,동묘더튼튼의원,정형외과,"의료,건강 > 병원 > 정형외과",02-3675-8275,서울 종로구 종로 335,37.57305108118379,127.01481787898871,http://place.map.kakao.com/756571070
인사동,뉴수도정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-741-2277,서울 종로구 지봉로 50,37.574531267055384,127.01595811874881,http://place.map.kakao.com/14975138
인사동,반도정형외과병원,정형외과,"의료,건강 > 병원 > 정형외과",02-2252-0202,서울 중구 동호로 202,37.55599572304521,127.01006458054852,http://place.map.kakao.com/7894838
인사동,일맥한의원 종로점,한의원,"의료,건강 > 병원 > 한의원",02-722-1855,서울 종로구 종로 74,37.5699436017999,126.98561061484645,http://place.map.kakao.com/637025745
인사동,경희봄한의원,한의원,"의료,건강 > 병원 > 한의원",02-3443-5875,서울 종로구 청계천로 61,37.5689784713239,126.984320390877,http://place.map.kakao.com/27505137
인사동,이재홍한의원,한의원,"의료,건강 > 병원 > 한의원",02-764-0406,서울 종로구 돈화문로 35-1,37.5716749925452,126.991609770933,http://place.map.kakao.com/9348128
인사동,한침한의원,한의원,"의료,건강 > 병원 > 한의원",02-2277-4161,서울 종로구 돈화문로 52,37.57310577041717,126.99157791439964,http://place.map.kakao.com/21185684
인사동,쉼표한의원,한의원,"의료,건강 > 병원 > 한의원",02-318-1073,서울 중구 남대문로10길 28,37.5674395598865,126.984239215578,http://place.map.kakao.com/1725797223
인사동,이안한의원,한의원,"의료,건강 > 병원 > 한의원",02-763-7422,서울 종로구 종로 125,37.5706793881268,126.991544228705,http://place.map.kakao.com/717506893
인사동,힘나힘한의원,한의원,"의료,건강 > 병원 > 한의원",02-2138-0210,서울 중구 삼일대로 363,37.56715608819843,126.98705207339961,http://place.map.kakao.com/1396898527
인사동,하늘마음한의원 을지로점,한의원,"의료,건강 > 병원 > 한의원 > 하늘마음한의원",02-2269-8562,서울 중구 을지로 109,37.5664527055569,126.990102665815,http://place.map.kakao.com/10866758
인사동,사계절한의원,한의원,"의료,건강 > 병원 > 한의원",02-756-7585,서울 중구 을지로 80-1,37.5659334039665,126.986756861165,http://place.map.kakao.com/9053822
인사동,경희익선한의원,한의원,"의료,건강 > 병원 > 한의원",02-741-0600,서울 종로구 돈화문로 89,37.576485290675,126.990146620178,http://place.map.kakao.com/1417543376
인사동,자임당한의원 명동점,한의원,"의료,건강 > 병원 > 한의원",02-542-8873,서울 중구 을지로 56,37.56591503887353,126.98397241028475,http://place.map.kakao.com/211584116
인사동,청계한의원,한의원,"의료,건강 > 병원 > 한의원",02-775-7582,서울 중구 무교로 32,37.5687651084594,126.979561780673,http://place.map.kakao.com/1014742730
인사동,선재한의원,한의원,"의료,건강 > 병원 > 한의원",02-3789-9981,서울 중구 명동9길 31,37.565172635867,126.984103867503,http://place.map.kakao.com/13513085
인사동,혜화당한의원,한의원,"의료,건강 > 병원 > 한의원",02-2279-3017,서울 중구 충무로 56,37.5660528606474,126.992832847081,http://place.map.kakao.com/9621696
인사동,경희봄봄한의원,한의원,"의료,건강 > 병원 > 한의원",02-777-7845,서울 중구 무교로 12,37.56701173620252,126.97936304384721,http://place.map.kakao.com/19726484
인사동,경희 김주원한의원,한의원,"의료,건강 > 병원 > 한의원",02-999-9933,서울 중구 수표로 45,37.565339030861644,126.98959572947926,http://place.map.kakao.com/13144594
인사동,정이안한의원,한의원,"의료,건강 > 병원 > 한의원",02-739-0075,서울 중구 무교로 19,37.56761714591583,126.97902556535911,http://place.map.kakao.com/11159782
인사동,경희무교로한의원,한의원,"의료,건강 > 병원 > 한의원",070-7759-7779,서울 중구 무교로 16,37.5673379124735,126.979453506937,http://place.map.kakao.com/24126119
인사동,자연과한의원,한의원,"의료,건강 > 병원 > 한의원",02-987-1800,서울 중구 명동길 55,37.564195217885775,126.98536384193692,http://place.map.kakao.com/21855343
익선동,연세동묘정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2233-8275,서울 종로구 종로 344,37.5727175486459,127.016074327208,http://place.map.kakao.com/1159047514
익선동,박정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-763-3300,서울 종로구 종로 339,37.57313744400471,127.01515342126254,http://place.map.kakao.com/19228760
익선동,동묘아산정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2235-2235,서울 종로구 종로 346,37.5729157422673,127.016258885458,http://place.map.kakao.com/981019492
익선동,오늘봄한의원,한의원,"의료,건강 > 병원 > 한의원",02-6956-5970,서울 종로구 종로 195,37.5711202756942,126.999320817579,http://place.map.kakao.com/1589197866
익선동,위강원한의원,한의원,"의료,건강 > 병원 > 한의원",02-762-7770,서울 종로구 대학로 20,37.572806920329384,127.00218248873203,http://place.map.kakao.com/8477641
익선동,화창한의원,한의원,"의료,건강 > 병원 > 한의원",02-765-8900,서울 종로구 종로 199,37.57140318990949,126.9997622852533,http://place.map.kakao.com/10967438
익선동,누가한의원,한의원,"의료,건강 > 병원 > 한의원",,서울 중구 을지로14길 12,37.5655662646455,126.991931911925,http://place.map.kakao.com/12170594
서순라길,성모바른정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2233-8875,서울 중구 퇴계로 409,37.56577704950602,127.01700664485622,http://place.map.kakao.com/299786982
서순라길,경희한의원,한의원,"의료,건강 > 병원 > 한의원",02-743-2007,서울 종로구 대학로1길 10,37.57150229231786,127.00131309272166,http://place.map.kakao.com/11968460
서순라길,보화당한의원,한의원,"의료,건강 > 병원 > 한의원",02-762-7231,서울 종로구 종로 237,37.57131481751767,127.00421094196507,http://place.map.kakao.com/7943896
서순라길,백보한의원,한의원,"의료,건강 > 병원 > 한의원",02-744-1667,서울 종로구 동호로 403,37.5704985791835,127.00166285114,http://place.map.kakao.com/1612368093
서순라길,종로강남한의원,한의원,"의료,건강 > 병원 > 한의원",02-2263-5700,서울 종로구 종로 252-3,37.570738107097,127.005922440451,http://place.map.kakao.com/11039452
서순라길,신일한의원,한의원,"의료,건강 > 병원 > 한의원",02-766-1755,서울 종로구 종로35길 25,37.5723960288188,127.003699343356,http://place.map.kakao.com/9859463
서순라길,종로홍제한의원,한의원,"의료,건강 > 병원 > 한의원",02-744-9203,서울 종로구 종로33길 4,37.57132200008675,127.00156653848019,http://place.map.kakao.com/8684781
서순라길,보광당한의원,한의원,"의료,건강 > 병원 > 한의원",02-2278-8275,서울 중구 을지로 199-2,37.5670621935163,127.000181105487,http://place.map.kakao.com/9044221
서순라길,제일한의원,한의원,"의료,건강 > 병원 > 한의원",02-762-0662,서울 종로구 종로 241-1,37.571332817155124,127.00474523466791,http://place.map.kakao.com/8508894
서순라길,향기나무한의원 종로점,한의원,"의료,건강 > 병원 > 한의원",02-3675-5000,서울 종로구 종로 225-1,37.5712427786463,127.002848042952,http://place.map.kakao.com/11305178
서순라길,성제한의원,한의원,"의료,건강 > 병원 > 한의원",02-762-8107,서울 종로구 대학로2길 45,37.5715562719776,127.004541492931,http://place.map.kakao.com/88233805
종각,연세천용민정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-6215-0123,서울 서대문구 신촌로37길 10,37.557665128201464,126.95713771626566,http://place.map.kakao.com/778033569
종각,아현정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-363-7522,서울 마포구 신촌로 270,37.5571213006765,126.955712011651,http://place.map.kakao.com/921662635
종각,연세정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-363-3097,서울 마포구 신촌로 262,37.557080420082194,126.95482586917716,http://place.map.kakao.com/8416879
종각,종각한의원,한의원,"의료,건강 > 병원 > 한의원",02-929-8275,서울 성북구 동소문로 28-2,37.58961191134379,127.00926633968808,http://place.map.kakao.com/11309691
청계천,모두탑365정형외과의원 신당점,정형외과,"의료,건강 > 병원 > 정형외과",02-2233-7575,서울 중구 퇴계로 429,37.565795612816,127.019330419474,http://place.map.kakao.com/1331809602
청계천,서울정통의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2252-0075,서울 중구 난계로23길 1,37.5703251256243,127.023182513363,http://place.map.kakao.com/1288654500
청계천,소망정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2252-9770,서울 중구 퇴계로86길 11,37.56501346030799,127.0198599364008,http://place.map.kakao.com/8446691
청계천,신당스카이정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2232-2800,서울 중구 퇴계로 447,37.56604206988743,127.02172217483547,http://place.map.kakao.com/353582950
청계천,서울휴재활의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2238-8884,서울 중구 퇴계로 452,37.565314961108186,127.0217491288917,http://place.map.kakao.com/459064398
청계천,희망나무재활의학과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2237-7575,서울 동대문구 천호대로 2,37.5750462583402,127.02359150767,http://place.map.kakao.com/278993598
청계천,우리정형외과의원,정형외과,"의료,건강 > 병원 > 정형외과",02-2236-3903,서울 중구 퇴계로 450,37.5653050856485,127.021555574082,http://place.map.kakao.com/12761464
